show_id,title,director,cast
s8366,The Invention of Lying,"Ricky Gervais, Matthew Robinson","Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K., Jeffrey Tambor, Fionnula Flanagan, Rob Lowe, Tina Fey, Donna Sorbello, Stephanie March"
s8367,The Investigator: A British Crime Story,,"Mark Williams-Thomas, Rick Warden, Frances Millar, Tanya Winsor, Alice Harding, David Bannerman, Danielle Bird, Eve Perry, Polly Lewis, Billy James Machin"
s8368,The Invitation,Karyn Kusama,"Logan Marshall-Green, Emayatzy Corinealdi, Aiden Lovekamp, Michelle Krusiec, Mike Doyle, Jordi Vilasuso, Jay Larson, Marieh Delfino, Tammy Blanchard, Michiel Huisman, Lindsay Burdge, John Carroll Lynch"
s8369,The Irish Mob,,Mickey Spillane
s8370,The Iron Lady,Phyllida Lloyd,"Meryl Streep, Jim Broadbent, Alexandra Roach, Harry Lloyd, Olivia Colman, Iain Glen, Victoria Bewick, Nicholas Farrell, John Sessions, Anthony Head, David Westhead, Julian Wadham, Richard E. Grant, Angus Wright, Roger Allam, Michael Pennington, Susan Brown, Phoebe Waller-Bridge"
s8371,The Jack King Affair,"Benjamin Cohen, Nicolas Cotto",
s8372,The Jaime Maussan Show,,Jaime Maussan
s8373,The Jane Austen Book Club,Robin Swicord,"Maria Bello, Emily Blunt, Kathy Baker, Amy Brenneman, Maggie Grace, Jimmy Smits, Hugh Dancy, Marc Blucas, Lynn Redgrave, Kevin Zegers, Nancy Travis"
s8374,The Jungle Book,,"Emma Tate, Jimmy Hibbert, Sam Gold, David Holt, Joseph J. Terry"
s8375,The Jungle School,Riri Riza,"Prisia Nasution, Nyungsang Bungo, Rukman Rosadi, Nadhira Suryadi, Ines Somellera"
s8376,The Keeping Hours,Karen Moncrieff,"Lee Pace, Carrie Coon, Sander Thomas, Amy Smart, Ray Baker, Ana Ortiz, Molly Hagan, Christina Vidal, Anna Diop, Jane Daly, Cliff Chamberlain"
s8377,The Kindness Diaries,,Leon Logothetis
s8378,The King's Speech,Tom Hooper,"Colin Firth, Geoffrey Rush, Helena Bonham Carter, Guy Pearce, Timothy Spall, Derek Jacobi, Jennifer Ehle, Anthony Andrews, Claire Bloom, Eve Best, Michael Gambon"
s8379,The L Word,,"Jennifer Beals, Leisha Hailey, Laurel Holloman, Mia Kirshner, Katherine Moennig, Pam Grier, Rachel Shelley, Daniela Sea, Erin Daniels, Marlee Matlin"
s8380,The Lady in Dignity,,"Hee-seon Kim, Seon-a Kim, Sang-hun Jeong, Tae-im Lee, Ki-woo Lee"
s8381,The Lake House,Alejandro Agresti,"Keanu Reeves, Sandra Bullock, Dylan Walsh, Shohreh Aghdashloo, Ebon Moss-Bachrach, Lynn Collins, Willeke van Ammelrooy, Christopher Plummer"
s8382,The Lamb,Timothy Reckart,"Steven Yeun, Keegan-Michael Key, Aidy Bryant, Gina Rodriguez, Zachary Levi, Christopher Plummer, Ving Rhames, Gabriel Iglesias, Kelly Clarkson, Anthony Anderson, Patricia Heaton, Kris Kristofferson, Kristin Chenoweth, Mariah Carey, Oprah Winfrey, Tyler Perry, Tracy Morgan"
s8383,The Land of the Enlightened,Pieter-Jan De Pue,Sohrab Nazari
s8384,The Last Days of Chez Nous,Gillian Armstrong,"Lisa Harrow, Bruno Ganz, Kerry Fox, Miranda Otto, Kiri Paramore, Bill Hunter"
s8385,The Last Exorcism,Daniel Stamm,"Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones, Tony Bentley, John Wright Jr., Shanna Forrestall, Justin Shafer, Carol Sutton"
s8386,The Last Face,Sean Penn,"Javier Bardem, Charlize Theron, Adèle Exarchopoulos, Jared Harris, Jean Reno, Denise Newman, Merritt Wever, Sibongile Mlambo"
s8387,The Last Hangover,Rodrigo Van Der Put,"Fábio Porchat, Gregório Duvivier, Antonio Tabet, Pedro Benevides, Paulo Vieira, Rafael Portugal, Fábio de Luca, Karina Ramil, Evelyn Castro, Pedro Monteiro, Camilo Borges, Gabriel Totoro, Victor Leal, Rafael Logan"
s8388,The Last Man on the Moon,Mark Craig,Eugene Cernan
s8389,The Last Resort,"Dennis Scholl, Kareem Tabsch",
s8390,The Last Whistle,Rob Smat,"Brad Leland, Jim O'Heir, Deanne Lauvin, Les Miles, Eric Nelsen, Fred Tolliver Jr, Tyler Perez, Sainty Nelsen"
s8391,The Legend of 420,Peter Spirer,
s8392,The Legend of Michael Mishra,Manish Jha,"Arshad Warsi, Aditi Rao Hydari, Kayoze Irani, Boman Irani"
s8393,The Liar,,"Aenie Wong, Janelle Chin, Karena Teo, Goh Wee Ping, Sam Chong"
s8394,The Little Hours,Jeff Baena,"Alison Brie, Dave Franco, Kate Micucci, Aubrey Plaza, John C. Reilly, Molly Shannon, Fred Armisen, Jemima Kirke, Lauren Weedman, Nick Offerman, Paul Reiser, Adam Pally, Paul Weitz, Jon Gabrus"
s8395,The Little Mermaid,"Blake Harris, Chris Bouchard","William Moseley, Poppy Drayton, Loreto Peralta, Armando Gutierrez, Shirley MacLaine, Gina Gershon, Shanna Collins, Chris Yong, Jo Marie Payton, Tom Nowicki"
s8396,The Little Prince,Mark Osborne,"Jeff Bridges, Mackenzie Foy, Rachel McAdams, Riley Osborne, Marion Cotillard, Bud Cort, Ricky Gervais, Albert Brooks, James Franco, Benicio Del Toro, Paul Rudd, Paul Giamatti"
s8397,The Lives of Others,Florian Henckel von Donnersmarck,"Ulrich Mühe, Martina Gedeck, Sebastian Koch, Ulrich Tukur, Thomas Thieme, Hans-Uwe Bauer, Volkmar Kleinert, Matthias Brenner, Charly Hübner"
s8398,The Lizzie Borden Chronicles,,"Christina Ricci, Clea DuVall, Cole Hauser, Dylan Taylor, John Ralston, Bradley Stryker, Olivia Llewellyn, Jeff Wincott, Jessy Schram, Martha Irving, Gabrielle Trudel"
s8399,The Lobster,Yorgos Lanthimos,"Colin Farrell, Jessica Barden, Rachel Weisz, Olivia Colman, Ashley Jensen, Ariane Labed, Aggeliki Papoulia, John C. Reilly, Léa Seydoux, Michael Smiley, Ben Whishaw"
s8400,The Lodgers,Brian O'Malley,"Charlotte Vega, Bill Milner, David Bradley, Eugene Simon, Moe Dunford, Deirdre O'Kane, Roisin Murphy, Anthony Murphy, Brendan O'Rourke, Emmett Kelly"
s8401,The Long Goodbye: The Kara Tippetts Story,Jay Lyons,
s8402,The Longest Yard,Robert Aldrich,"Burt Reynolds, Eddie Albert, Ed Lauter, James Hampton, Charles Tyner, Bernadette Peters, Richard Kiel, Joe Dorsey, Joe Jackson, Harry Caesar, John Steadman, Jim Nicholson, Tony Cacciotti"
s8403,The Longshots,Fred Durst,"Ice Cube, Keke Palmer, Tasha Smith, Jill Marie Jones, Dash Mihok, Matt Craven, Glenn Plummer, Garrett Morris, Miles Chandler, Malcolm Goodwin"
s8404,The Look of Silence,Joshua Oppenheimer,
s8405,The Lord of the Rings: The Return of the King,Peter Jackson,"Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving"
s8406,The Lord of the Rings: The Two Towers,Peter Jackson,"Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Christopher Lee, Billy Boyd, Dominic Monaghan, Orlando Bloom"
s8407,The Love Guru,Marco Schnabel,"Mike Myers, Jessica Alba, Justin Timberlake, Ben Kingsley, Romany Malco, Meagan Good, Verne Troyer, Omid Djalili, Telma Hopkins"
s8408,The Lovers and the Despot,"Robert Cannan, Ross Adam",
s8409,The lynx,Stanisław Różewicz,"Jerzy Radziwiłowicz, Franciszek Pieczka, Piotr Bajor, Ryszarda Hanin, Janusz Paluszkiewicz, Henryk Machalica, Hanna Mikuć, Maria Klejdysz"
s8410,The Mad Monk,Johnny To,"Stephen Chow, Maggie Cheung, Anthony Wong Chau-Sang, Kirk Wong, Ng Man-Tat, Anita Mui"
s8411,The Magic Pill,Robert Tate,"Pete Evans, William Davis, Loren Cordain"
s8412,The Making of Frozen Planet,,David Attenborough
s8413,The Man Who Would Be Polka King,"John Mikulak, Joshua Brown","Jan Lewan, Greg Korin"
s8414,The Mask of Zorro,Martin Campbell,"Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson, Matt Letscher, Tony Amendola, Pedro Armendáriz Jr., William Marquez, José Pérez, Victor Rivers"
s8415,The Matrix,"Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong, Julian Arahanga, Matt Doran, Belinda McClory"
s8416,The Matrix Reloaded,"Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Gloria Foster, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Randall Duk Kim, Nona Gaye"
s8417,The Matrix Revolutions,"Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Mary Alice, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Nona Gaye"
s8418,The Mayo Clinic,"Ken Burns, Christopher Loren Ewers, Erik Ewers",Peter Coyote
s8419,The Mayor,Park In-je,"Min-sik Choi, Do-won Kwak, Eun-kyung Shim, So-ri Moon, Mi-ran Ra, Hye-young Ryu, Ki Hong Lee, Sun-gyu Jin, Joo-yeon Lee, Byeong-eun Park"
s8420,"The Memphis Belle: A Story of a
Flying Fortress",William Wyler,
s8421,The Men Who Stare at Goats,Grant Heslov,"George Clooney, Ewan McGregor, Jeff Bridges, Kevin Spacey, Stephen Lang, Robert Patrick, Waleed Zuaiter, Stephen Root, Glenn Morshower, Nick Offerman, Tim Griffin, Rebecca Mader"
s8422,The Messengers,,"Shantel VanSanten, Diogo Morgado, JD Pardo, Joel Courtney, Jon Fletcher, Sofia Black D'Elia, Anna Diop, Craig Frank"
s8423,The Mind of a Chef,,"Anthony Bourdain, David Chang, Sean Brock, April Bloomfield, Edward Lee, Magnus Nilsson, Gabrielle Hamilton, David Kinch, Ludo Lefebvre"
s8424,The Minimighty Kids,,
s8425,The Ministry of Time,,"Rodolfo Sancho, Aura Garrido, Nacho Fresneda, Cayetana Guillén Cuervo, Juan Gea, Jaime Blanch, Natalia Millan, Julián Villagrán, Hugo Silva, Francesca Piñón, Mar Saura, Ramón Langa, Andrés Gertrúdix, Macarena García"
s8426,The Model,Mads Matthiesen,"Maria Palm, Ed Skrein, Yvonnick Muller, Charlotte Tomaszewska, Virgile Bramly, Marco Ilsø, Dominic Allburn"
s8427,The Monster,Bryan Bertino,"Zoe Kazan, Ella Ballentine, Aaron Douglas, Christine Ebadi, Marc Hickox, Scott Speedman, Chris Webb"
s8428,The Monster of Mangatiti,John Banas,"Greta Gregory, Mark Mitchinson, Bruce Hopkins, John Sumner, Flynn Allen, Harriet Beattie, Carolyn Dando, Laurie Dee, Ruth Dudding"
s8429,The Mortified Guide,,
s8430,The Most Beautiful Hands of Delhi,,"Björn Kjellman, Joy Sengupta, Natasha Jayetileke"
s8431,The Muppets,James Bobin,"Jason Segel, Amy Adams, Chris Cooper, Rashida Jones, Kermit the Frog, Miss Piggy, Fozzie Bear, Gonzo, Muppets, Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, David Rudman, Matt Vogel, Peter Linz"
s8432,The Murder Detectives,,
s8433,The Music of Silence,Michael Radford,"Toby Sebastian, Luisa Ranieri, Jordi Mollà, Antonio Banderas, Ennio Fantastichini, Nadir Caselli, Alessandro Sperduti, Francesco Salvi"
s8434,The Naked Gun 2 1/2: The Smell of Fear,David Zucker,"Leslie Nielsen, Priscilla Presley, George Kennedy, O.J. Simpson, Robert Goulet, Richard Griffiths, Jacqueline Brookes"
s8435,The Naked Gun: From the Files of Police Squad!,David Zucker,"Leslie Nielsen, Priscilla Presley, George Kennedy, Ricardo Montalban, O.J. Simpson, Raye Birk, Susan Beaubian, Nancy Marchand"
s8436,The Natural,Barry Levinson,"Robert Redford, Robert Duvall, Glenn Close, Kim Basinger, Wilford Brimley, Barbara Hershey, Robert Prosky, Richard Farnsworth, Joe Don Baker, John Finnegan"
s8437,The Negro Soldier,Stuart Heisler,
s8438,The Netflix Afterparty,,"David Spade, London Hughes, Fortune Feimster"
s8439,The New Romantic,Carly Stone,"Timm Sharp, Hayley Law, Camila Mendes, Brett Dier, Jessica Barden, Avan Jogia"
s8440,The Nineties,,
s8441,The NSU-Complex,"Stefan Aust, Dirk Laabs",
s8442,The Nutcracker and the Four Realms,"Lasse Hallström, Joe Johnston","Mackenzie Foy, Keira Knightley, Helen Mirren, Morgan Freeman, Matthew Macfadyen, Eugenio Derbez, Miranda Hart, Jack Whitehall, Ellie Bamber, Richard E. Grant, Omid Djalili, Tom Sweet, Misty Copeland, Sergei Polunin, Meera Syal"
s8443,The Office (U.S.),,"Steve Carell, John Krasinski, Jenna Fischer, Rainn Wilson, B.J. Novak, Ed Helms, Brian Baumgartner, David Denman, Creed Bratton, Kate Flannery, Mindy Kaling, Angela Kinsey, Paul Lieberstein, Oscar Nuñez, Phyllis Smith"
s8444,The One I Love,Charlie McDowell,"Mark Duplass, Elisabeth Moss, Ted Danson"
s8445,The Only Mother To You All,Wenn V. Deramas,"Ai-Ai de las Alas, Shaina Magdayao, Carlo Aquino, Alwyn Uytingco, Eugene Domingo, Deejay Durano, Serena Dalrymple, Jiro Manio, Yuki Kadooka, Cherry Pie Picache, Gloria Diaz"
s8446,The Other Guys,Adam McKay,"Will Ferrell, Mark Wahlberg, Eva Mendes, Michael Keaton, Steve Coogan, Ray Stevenson, Samuel L. Jackson, Dwayne Johnson, Lindsay Sloane, Natalie Zea"
s8447,The Parole Officer,John Duigan,"Steve Coogan, Emma Gilmour, Susan Jane Tanner, Iain Mitchell, James Smith, Om Puri, Steven Waddington, Ben Miller, Lena Headey, Jenny Agutter"
s8448,The Pass,Ben A. Williams,"Russell Tovey, Arinzé Kene, Lisa McGrillis, Nico Mirallegro, Rory J. Saper"
s8449,The Peacemaker,Mimi Leder,"George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev, Rene Medvesek, Gary Werntz, Randall Batinkoff, Jim Haynie, Alexander Strobele, Holt McCallany"
s8450,The Pelican Brief,Alan J. Pakula,"Julia Roberts, Denzel Washington, Sam Shepard, John Heard, Tony Goldwyn, James Sikking, William Atherton, Robert Culp, Stanley Tucci, John Lithgow, Hume Cronyn"
s8451,The Perfect Day,Jean-Pierre Devillers,
s8452,The Perks of Being a Wallflower,Stephen Chbosky,"Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Paul Rudd, Nina Dobrev, Johnny Simmons, Dylan McDermott, Kate Walsh, Joan Cusack, Melanie Lynskey"
s8453,The Phantom of the Opera,Joel Schumacher,"Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson, Minnie Driver, Ciarán Hinds, Simon Callow, Victor McGuire, Jennifer Ellison"
s8454,The Physician,Philipp Stölzl,"Tom Payne, Ben Kingsley, Stellan Skarsgård, Olivier Martinez, Emma Rigby, Elyas M'Barek, Fahri Yardim, Makram Khoury, Michael Marcus"
s8455,The Pink Panther,Shawn Levy,"Steve Martin, Kevin Kline, Beyoncé Knowles-Carter, Jean Reno, Emily Mortimer, Henry Czerny, Kristin Chenoweth, Roger Rees, Philip Goodwin, Henri Garcin, William Abadie"
s8456,The Pirate Fairy,Peggy Holmes,"Mae Whitman, Christina Hendricks, Tom Hiddleston, Lucy Liu, Raven-Symoné, Megan Hilty, Pamela Adlon, Angela Bartys, Jim Cummings, Carlos Ponce, Mick Wingert, Kevin Michael Richardson, Jeff Bennett, Rob Paulsen, Grey DeLisle, Kari Wahlgren, Jane Horrocks, Jesse McCartney, Anjelica Huston"
s8457,The Pirates of Somalia,Bryan Buckley,"Evan Peters, Barkhad Abdi, Melanie Griffith, Al Pacino, Philip Ettinger, Sabrina Hassan Abdulle, Kiana Madani, Abdi Sidow Farah, Mohamed Barre, Armaan Haggio"
s8458,The Pirates! Band of Misfits,"Peter Lord, Jeff Newitt","Hugh Grant, Martin Freeman, Imelda Staunton, David Tennant, Jeremy Piven, Salma Hayek, Lenny Henry, Brian Blessed, Russell Tovey, Anton Yelchin, Al Roker, David Schaal, Peter Lord, Ashley Jensen, Kayvan Novak, Mitchell Mullen, Brendan Gleeson, David Schneider"
s8459,The Place Beyond the Pines,Derek Cianfrance,"Ryan Gosling, Bradley Cooper, Eva Mendes, Ray Liotta, Ben Mendelsohn, Rose Byrne, Mahershala Ali, Bruce Greenwood, Harris Yulin, Olga Merediz"
s8460,The Plan,Keerthi,"Anant Nag, Koustubh Jayakumar, Hemanth, Shreeram, Jay, Sanath, Pramod Shetty, Harish Roy"
s8461,The Player,Ahmad El-Badri,"Ramez Galal, Emy Samir Ghanim, Edward Fouad, Hassan Hosny, Yousef Fawzy, Samar Gaber, Ragaa Al-Geddawy, Maha Abou Ouf, Mai El-Kady"
s8462,The Polar Express,Robert Zemeckis,"Tom Hanks, Leslie Zemeckis, Eddie Deezen, Nona Gaye, Peter Scolari, Brendan King, Andy Pellick, Michael Jeter, Chris Coppola, Julene Renee"
s8463,The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,"Randall Lobb, Robert McCallum",
s8464,The President's Barber,Chan-sang Lim,"Kang-ho Song, So-ri Moon, Jae-eung Lee, Yeong-jin Jo, Byung-ho Son, Yong-soo park, Seung-soo Ryu, Ju-sang Yun, Gyu-su Jeong, Dal-su Oh"
s8465,The Prince,Brian A. Miller,"Jason Patric, Bruce Willis, John Cusack, Rain, Jessica Lowndes, Johnathon Schaech, Gia Mantegna, 50 Cent"
s8466,The Prince & Me,Martha Coolidge,"Julia Stiles, Luke Mably, Ben Miller, Miranda Richardson, James Fox, Alberta Watson, John Bourgeois, Zachary Knighton, Eliza Bennett"
s8467,The Princess and the Frog,"Ron Clements, John Musker","Anika Noni Rose, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, Jim Cummings, Peter Bartlett, Jenifer Lewis, Oprah Winfrey, Terrence Howard, John Goodman, Emeril Lagasse, June Christopher, Paul Briggs, Rob Edwards, John Kassir, Fred Tatasciore, Kimberly Russell, Rif Hutton, Randy Newman, Bridget Hoffman, Corey Burton, Joe Whyte, Michael Colyar, Bruce Smith, Terri Douglas, Claudette Wells, Roger Aaron Brown, Mona Marshall, Terence Blanchard, Kwesi Boakye, Mick Wingert, David Cowgill, Peter Renaday, John Musker, Ritchie Montgomery, Jerry Kernion, Philip Proctor, Eddie Frierson"
s8468,The Prison,Na Hyeon,"Suk-kyu Han, Rae-won Kim, Kyeong-yeong Lee, Woong-in Jeong, Jae-yun Jo, Sung-rok Shin, Kim Sung-kyun, Kwak Min-ho"
s8469,The Pursuit,John Papola,Arthur Brooks
s8470,The Pursuit of Happyness,Gabriele Muccino,"Will Smith, Jaden Smith, Thandie Newton, Brian Howe, James Karen, Dan Castellaneta, Kurt Fuller, Takayo Fischer"
s8471,The Push,"Grant Korgan, Brian Niles",Grant Korgan
s8472,The Pyramid Code,,Sally Jennings
s8473,The Rainbow Troops,Riri Riza,"Cut Mini Theo, Ikranagara, Lukman Sardi, Ario Bayu, Tora Sudiro"
s8474,The Rainmaker,Francis Ford Coppola,"Matt Damon, Danny DeVito, Claire Danes, Jon Voight, Mary Kay Place, Dean Stockwell, Teresa Wright, Virginia Madsen, Mickey Rourke, Andrew Shue"
s8475,The Rap Game,,Jermaine Dupri
s8476,The Rat Race,Miriam Chandy Menacherry,
s8477,The Real Football Factories,,Danny Dyer
s8478,The Real Miyagi,Kevin Derek,Fumio Demura
s8479,The Rebound,Shaina Allen,"Orlando Carrillo, Mario Moran, Jeremie Phenom Thomas"
s8480,The Redeemed and the Dominant: Fittest on Earth,"Heber Cannon, Mariah Moore, Marston Sawyers",
s8481,The Rehearsal,Alison MacLean,"James Rolleston, Kerry Fox, Ella Edwards, Alice Englert"
s8482,The Republic of Imbaba,Ahmed Al-Badry,"Bassem Samra, Ola Ghanem, Ahmad Wafiq, Feryal Youssef, Ayman Kandil, Inas Ezz El Din, Mohamed Farouk"
s8483,The Returned,,"Anne Cosigny, Frédéric Pierrot, Clotilde Hesme, Céline Sallette, Samir Guesmi, Guillaume Gouix, Jean-Francois Sivadier, Alix Poisson, Jenna Thiam, Grégory Gadebois, Pierre Perrier, Yara Pilartz, Swann Nambotin, Ana Girardot, Brune Martin, Bertrand Constant, Matila Malliarakis, Constance Dollé, Laetitia de Fombelle, Simon Ehrlacher, Vincent Trouilleux, Jérôme Kircher, Guillaume Marquet, Alma Arnal, Julien Bourdel, François Briault, Gilles Chabrier, Aksel Ustun, Alain Blazquez"
s8484,The Rezort,Steve Barker,"Dougray Scott, Jessica De Gouw, Martin McCann, Jassa Ahluwalia, Elen Rhys, Claire Goose"
s8485,The Rift: The Dark Side of the Moon,Dejan Zečević,"Ken Foree, Katarina Čas, Dragan Mićanović, Monte Markham, Denis Murić, Miroljub Lešo, Sonja Vukićević, Ratko Turčinović, Mick Garris"
s8486,The Right One,Hadi El Bagoury,"Hani Salama, Basma Ahmad, Rania Yousef, Kinda Allouch, Yasmin Raeis, Amr Youssef, Zizi El-Badrawy"
s8487,The Ring,Gore Verbinski,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox, Jane Alexander, Lindsay Frost, Amber Tamblyn, Rachael Bella, Daveigh Chase, Shannon Cochran"
s8488,The Riot Club,Lone Scherfig,"Sam Claflin, Max Irons, Douglas Booth, Jessica Brown Findlay, Holliday Grainger, Natalie Dormer, Olly Alexander, Matthew Beard, Gordon Brown, Jack Farthing, Freddie Fox"
s8489,The River Thief,N.D. Wilson,"Joel Courtney, Tommy Cash, Paul Johansson, Bas Rutten, Raleigh Cain, David Shannon"
s8490,The River Wild,Curtis Hanson,"Meryl Streep, Kevin Bacon, David Strathairn, Joseph Mazzello, John C. Reilly, Benjamin Bratt, Elizabeth Hoffman, William Lucking, Diane Delano"
s8491,The Road to Calvary,,"Anna Chipovskaya, Yulia Snigir, Leonid Bichevin, Pavel Trubiner"
s8492,The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,Paul Dugdale,"Mick Jagger, Keith Richards, Ronnie Wood, Charlie Watts"
s8493,The Roommate,Christian E. Christiansen,"Leighton Meester, Minka Kelly, Cam Gigandet, Aly Michalka, Danneel Ackles, Frances Fisher, Tomas Arana, Billy Zane, Nina Dobrev, Matt Lanter, Kat Graham"
s8494,The Rover,David Michôd,"Guy Pearce, Robert Pattinson, Scoot McNairy, David Field, Anthony Hayes, Gillian Jones, Susan Prior, Nash Edgerton"
s8495,THE RUM DIARY,Bruce Robinson,"Johnny Depp, Aaron Eckhart, Michael Rispoli, Amber Heard, Richard Jenkins, Giovanni Ribisi, Amaury Nolasco, Marshall Bell, Bill Smitrovich"
s8496,The Runner,Austin Stark,"Nicolas Cage, Sarah Paulson, Connie Nielsen, Wendell Pierce, Bryan Batt, Peter Fonda, Dana Gourrier"
s8497,The Salvation,Kristian Levring,"Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Eric Cantona, Mikael Persbrandt, Douglas Henshall, Michael Raymond-James, Jonathan Pryce, Alexander Arnold, Nanna Øland Fabricius"
s8498,The Sapphires,Wayne Blair,"Chris O'Dowd, Deborah Mailman, Jessica Mauboy, Shari Sebbens, Miranda Tapsell, Tory Kittles, Eka Darville, Tammy Anderson, Lynette Narkle, Kylie Belling"
s8499,The Score,Frank Oz,"Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett, Gary Farmer, Paul Soles, Jamie Harrold, Serge Houde"
