show_id,rating,duration,listed_in,description
s738,TV-MA,1 Season,"Anime Series, Crime TV Shows, TV Horror","In Manila, where dark supernatural forces pervade the criminal underworld, it’s up to Alexandra Trese to keep the peace — but there’s a storm brewing."
s739,TV-14,36 min,"Anime Features, Documentaries","Stars and creators gather to discuss “Trese,” from its Filipino folklore inspirations to the comic’s beginnings and its journey to an anime series."
s740,PG,102 min,"Children & Family Movies, Comedies",Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.
s741,R,86 min,"Comedies, Horror Movies","Grieving after a tragedy, Malcolm tries to start fresh with his new girlfriend and her kids — but supernatural shenanigans find their way back to him."
s742,TV-MA,91 min,"Dramas, International Movies",This film follows the societal challenges three strangers in Beirut go through as unexpected events link their fates.
s743,TV-MA,117 min,"Dramas, International Movies",Tensions rise and untold secrets surface for three royal sisters when a family treasure is stolen the night before an antique auction.
s744,TV-MA,99 min,"Dramas, Independent Movies, Romantic Movies","Philandering his way across Europe to find the grandfather he's never met, William unexpectedly befriends a 14-year-old who changes how he sees women."
s745,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows",Four of Colombia's funniest and bawdiest comedians perform before a post-quarantine audience hungry for their stories.
s746,TV-14,77 min,"International Movies, Thrillers","After returning home from a work trip, a newlywed must fight off a masked intruder before his wife returns at midnight."
s747,TV-MA,97 min,"Dramas, Thrillers","After a global event wipes out humanity's ability to sleep, a troubled ex-soldier fights to save her family as society and her mind spiral into chaos."
s748,TV-MA,106 min,"Comedies, Dramas, International Movies",A misplaced cell phone's incriminating content becomes a prime blackmail opportunity for a pair of petty thieves who soon regret their greedy scheme.
s749,TV-PG,1 Season,Reality TV,"Passionate about food and ready for fun, critic Daym Drops drops in on America's smokin' hot spots for the best, freshest takes on fried food."
s750,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Comedies","In this spinoff of the ""Bad Boys"" franchise, two police detectives team up while trying to keep their stormy pasts — and differences — from interfering."
s751,TV-MA,97 min,"Dramas, Independent Movies, International Movies","To escape an arranged marriage, a woman flees into the depths of the Mayan jungle, where untamed nature merges the human and the supernatural."
s752,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",A singer and a dancer who are best friends use their artistic abilities to get out of one hilariously sticky situation after another.
s753,PG-13,104 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","A half-human, half-vampire teen must prepare for class and her destiny as the protector of mortal vampires against their vicious immortal counterparts."
s754,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","After learning they were switched at birth, wealthy Andrés and working-class Brayan must adjust to the families and lifestyles they were meant to have."
s755,R,110 min,"Dramas, Independent Movies","In this biopic, war correspondent Marie Colvin risks it all to bring back the truth from the frontlines, despite the toll it takes on her own life."
s756,TV-G,61 min,"Children & Family Movies, Documentaries, International Movies","Famous feline Abatutu presents this charming celebration of cats, showcasing their finest and friskiest moments with a collection of home videos."
s757,TV-MA,98 min,"Dramas, International Movies, Romantic Movies","When a business mogul hires an exotic dancer for a weekend of entertainment, it quickly morphs into a messy situation full of misunderstanding."
s758,TV-PG,74 min,Documentaries,David Attenborough and scientist Johan Rockström examine Earth's biodiversity collapse and how this crisis can still be averted.
s759,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas","Stand-up comic Mae Martin navigates a passionate, messy new relationship with her girlfriend, George, while dealing with the challenges of sobriety."
s760,TV-G,60 min,Movies,"The first of its kind in UHD 4K, with the clearest picture available, a real fireplace sparks and crackles, adding warmth and atmosphere to any home."
s761,TV-G,60 min,Movies,"For the first time in 4K Ultra-HD, everyone's favorite Yuletide fireplace snaps and crackles in crystal clear, high-def holiday warmth."
s762,TV-PG,1 Season,"Docuseries, Science & Nature TV",Cutting-edge science and captivating personal stories collide in this illuminating docuseries about the incredible workings of the human body.
s763,TV-14,103 min,"Comedies, International Movies, Romantic Movies","Faced with real-world opportunities and challenges, a couple endures the highs and lows of trying to make a long-distance relationship survive."
s764,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","On a perilous adventure across a post-apocalyptic world, a lovable boy who's half-human and half-deer searches for a new beginning with a gruff protector."
s765,TV-14,94 min,"Comedies, International Movies, Romantic Movies","To rekindle their marriages, best friends-turned-in-laws Shanthi and Jennifer plan a couples' getaway. But it comes with all kinds of surprises."
s766,TV-MA,112 min,"Action & Adventure, International Movies","In this fast-paced and action-packed thriller, a retired hitman — along with his sister and a troubled teen — takes revenge on his lethal stepbrother."
s767,TV-MA,49 min,Stand-Up Comedy,"Mexican comedian Alan Saldaña is back, poking gentle fun at himself and parceling advice, especially about how to stay married and how to be parents."
s768,TV-14,1 Season,"International TV Shows, TV Comedies","Comedian Ryuji Akiyama satirizes top “creators” in Japan with a deadpan, unerring eye for humor, with help from some surprising celebrity guest stars."
s769,TV-MA,111 min,"Comedies, Dramas, International Movies","A dancer who gets a job cleaning at a struggling drag club dreams of being in the show, and her talent catches an ambitious choreographer's eye."
s770,TV-G,58 min,"Documentaries, International Movies","A stressed-out documentary filmmaker goes on a journey of discovery with a pair of monks, one of whom is known as ""the happiest man in the world."""
s771,TV-14,72 min,"Documentaries, International Movies, Music & Musicals","From pregnancy to album preparations, Lebanese singer and “Queen of the Stage” Myriam Fares documents her experiences with her family while in lockdown."
s772,TV-14,1 Season,TV Shows,"When a dark power enshrouds the Earth after a total solar eclipse, the scattered Sailor Guardians must reunite to bring light back into the world."
s773,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",Two young adults from very different backgrounds fall in love during a summer on Italy’s Adriatic Coast. Inspired by Federico Moccia's book series.
s774,TV-MA,78 min,"Dramas, International Movies, Thrillers","Fed up with abuse by those around her, a department store saleswoman finds a weapon in an alleyway and decides to settle scores."
s775,PG-13,101 min,"Dramas, Faith & Spirituality, Romantic Movies","In parallel love stories, the lives of college student Chris and wealthy businessman Jorge intersect in a profound twist of fate. Based on a true story."
s776,TV-MA,110 min,"Dramas, Independent Movies, LGBTQ Movies","After confessing an unusual secret, a repressed wife – prompted by her friends – decides to explore her sexuality with a high-priced call girl."
s777,PG-13,94 min,Action & Adventure,"In the wake of the Civil War, Jesse James leads a feisty group of ranchers in a fight against a railroad baron bent on seizing their land at any cost."
s778,TV-MA,70 min,"Comedies, Independent Movies, LGBTQ Movies","In this lesbian-themed nod to the film Run Lola Run, a photographer races against the clock to make it to an important meeting on time."
s779,TV-MA,1 Season,"Anime Series, International TV Shows","With his hometown in ruins, young Eren Yeager becomes determined to fight back against the giant Titans that threaten to destroy the human race."
s780,PG-13,118 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy","In the year 3000, an alien race known as the Psychlos devastate planet Earth and force the surviving human population into slavery."
s781,TV-Y,2 Seasons,Kids' TV,"In the magical Little Kingdom, friends Ben Elf and fairy princess Holly have fun adventures as they learn about teamwork, sharing and problem-solving."
s782,TV-14,99 min,Documentaries,Follow scientists on their quest to understand and capture the first image of a black hole while exploring the limits of our knowledge of the universe.
s783,R,103 min,"Dramas, Romantic Movies","Two young newlyweds seek out the help of unlicensed sex therapist Baltazar, who initiates the couple into the mysteries of tantric sex."
s784,TV-MA,95 min,"Comedies, International Movies, Music & Musicals","After a breakup, an influencer takes her friends on a free trip to Bahia's vibrant Carnival, where she learns life's not just about social media likes."
s785,TV-MA,93 min,"Comedies, Dramas, Independent Movies","A lesbian couple escapes from their nursing home and heads to Canada to get married. Along the way, they pick up a young male hitchhiker."
s786,TV-Y,3 Seasons,Kids' TV,"Learn letters, numbers, animal sounds and more with J.J. in this edutaining series that brings fun times with nursery rhymes for the whole family!"
s787,R,101 min,"Action & Adventure, Dramas","During the last major German offensive of World War II, a group of Allied soldiers sets out against all odds to turn the war around."
s788,R,101 min,Action & Adventure,"When a jewel thief pulls off a risky diamond heist with his crew, a gang kidnaps his young daughter and steals the loot as a rival agent offers his help."
s789,PG-13,89 min,Thrillers,A recovering alcoholic is skeptical of his son's claim that his new stepfather is a killer – but soon begins to sense the boy is telling the truth.
s790,TV-14,6 Seasons,"British TV Shows, International TV Shows, TV Dramas","Exposing the snobbery and machinations of a vanishing class system, this series chronicles events in the lives of the Crawley family and their servants."
s791,TV-MA,109 min,Documentaries,This riveting crime doc follows Bill as he confronts America's broken judicial system after his son is falsely sentenced to 40 years in prison.
s792,R,104 min,"Action & Adventure, Dramas","After killing a burglar while trying to protect his family, regular guy Wade is convicted of involuntary manslaughter and thrown into prison."
s793,PG,90 min,"Comedies, Dramas, Romantic Movies","Bryce and Juli first meet as children, with Juli having a crush on Bryce. As they mature, it appears their bond may blossom into something more."
s794,PG-13,109 min,"Comedies, Romantic Movies","When a one-night stand results in a pregnancy, two strangers with opposite personalities rush into marriage then must deal with the consequences."
s795,TV-14,145 min,"Comedies, Dramas, International Movies","After tracing an artifact to his ancestry, a young man and his friend's search for a gilded statue lands them in a maximum-security prison."
s796,TV-14,3 Seasons,TV Comedies,"After his fiancée, Alex, dumps him at the altar, Dave finds himself nursing a broken heart and battling her for custody of their quirky friends."
s797,R,88 min,"Cult Movies, Horror Movies","In this installment in the popular horror franchise, a bachelor party in Las Vegas turns into a hellish bloodbath for all involved."
s798,PG-13,132 min,Dramas,"When the legal system declares him unfit to be a parent, a father with an intellectual disability fights to regain custody of his young daughter."
s799,R,109 min,"Comedies, Dramas, Independent Movies",A poet and a photographer take a chance on romance but find their ambitions and baggage could keep them from taking their relationship further.
s800,PG-13,133 min,"Dramas, Sports Movies","When a cantankerous trainer mentors a persistent amateur boxer determined to go pro, deep-seated emotions become their strongest opponents."
s801,TV-14,85 min,"Dramas, Independent Movies, LGBTQ Movies","Neighbors but by no means friends, high schoolers Yolanda and Mari discover a bond and an attraction when they're made study partners."
s802,R,104 min,"Action & Adventure, Dramas, Sports Movies",A group of mixed martial arts fighters stars in this action thriller that follows a quartet of brawlers as they prepare for a major underground event.
s803,R,99 min,Action & Adventure,A former assassin must protect himself and a Europol agent from a ruthless band of assassins who wish to exist in secrecy.
s804,TV-PG,1 Season,"Anime Series, Romantic TV Shows, Teen TV Shows","New student Haruhi stumbles on the Ouran High School Host Club, an all-male group that makes money by entertaining the girls of the school."
s805,R,93 min,"Horror Movies, Thrillers","A census taker sent to investigate why Rockwell Falls has had the same population, 436, for more than a century, soon wishes he hadn't taken the job."
s806,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas",A city kid is brought to the countryside by his father's new coaching gig: reviving a ragtag middle school badminton team on the brink of extinction.
s807,TV-14,204 min,"Action & Adventure, Dramas, International Movies","Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in the “Moon Jogen” version of the show, performed in a 360º theater."
s808,TV-PG,212 min,"Action & Adventure, Dramas, International Movies","Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in the “Moon Kagen” version of the show, performed in a 360º theater."
s809,R,98 min,Action & Adventure,"When a troubled sniper begins killing officers he blames for a bungled mission, elite marksman Brandon Beckett sets out to neutralize the threat."
s810,PG-13,101 min,"Action & Adventure, Comedies",New undercover cop partners Starsky and Hutch must overcome their differences to solve an important case with help from street informant Huggy Bear.
s811,PG,94 min,"Action & Adventure, Classic Movies, Cult Movies","Tough ex-soldier Tom Cody springs into action when a depraved motorcycle gang kidnaps his former girlfriend, Ellen, who's now a famous singer."
s812,TV-Y,25 min,Children & Family Movies,"From Goldilocks to Hansel and Gretel, the Super Monsters reimagine classic fairy tales and favorite nursery rhymes with a musical, magical spin!"
s813,R,99 min,Action & Adventure,"A gifted hacker with a criminal past is recruited by a group of shadowy, seductive figures for an elaborate scheme where nothing is quite as it seems."
s814,TV-Y7,1 Season,Kids' TV,"Hyper hedgehog Sonic and his cohort Miles ""Tails"" Prower defend the planet Mobius against Dr. Robotnik and his evil schemes in this animated series."
s815,PG,108 min,"Comedies, Romantic Movies","Three middle-aged couples vacation together every season until one of the men ditches his wife for a younger woman, tilting the group's dynamics."
s816,TV-MA,106 min,"Dramas, International Movies, LGBTQ Movies","Sweden's forward-thinking Queen Kristina resists her country's conservative ideals, which only grow more restrictive when she falls for a woman."
s817,PG-13,128 min,Thrillers,Silvia Broome is a translator at the United Nations. But her job turns perilous when she overhears a plot to assassinate a government official.
s818,PG-13,104 min,"Comedies, Dramas, Independent Movies","Still-grieving widow Marnie moves to Los Angeles to be close to daughter Lori, but soon discovers new outlets for her maternal and romantic needs."
s819,PG-13,127 min,"Comedies, Dramas, Romantic Movies","Tired of being single, middle-aged professor Rose Morgan accepts her colleague's proposal – but her colleague only wants a platonic marriage."
s820,PG,136 min,"Action & Adventure, Classic Movies","In this gritty Oscar-nominated Western, an ex-Confederate soldier on the run comes to rest in a quiet community, where he falls for a pretty settler."
s821,TV-14,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries","A programming genius builds a fact-finding, truth-seeking internet portal while reckoning with trouble at home."
s822,R,97 min,"Dramas, Romantic Movies, Thrillers","Hired to extract a bride-to-be before her arranged wedding in Pakistan, a hired gun goes on the run with his hostage when his plan unravels."
s823,R,88 min,Horror Movies,"Isolated on a wind-ravaged 19th-century homestead, a frontierswoman begins to suspect that evil lurks in the terrifying emptiness all around her."
s824,TV-MA,97 min,"Comedies, Dramas, Independent Movies",A hypochondriac confronts his fear of death when a terminally ill teen girl enlists him to help her complete her bucket list.
s825,R,97 min,Thrillers,"A couple rents a villa in Italy hoping to mend their bruised relationship, but the devilishly charming homeowner can’t seem to leave them alone."
s826,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.
s827,TV-MA,88 min,Stand-Up Comedy,"A new comedy special shot and performed by Bo Burnham, alone, over the course of the past year."
s828,TV-14,103 min,"Comedies, International Movies","A desperate man attempts to burglarize the home of a wealthy woman, but finds himself face-to-face with a crew of armed robbers who have the same idea."
s829,PG-13,97 min,Dramas,An advertising executive wrestling with grief finds meaning by writing letters to unconventional recipients as caring colleagues plot a ruse.
s830,TV-Y7,88 min,"Children & Family Movies, Comedies",The privileged life of a pampered dog named Trouble is turned upside-down when he gets lost and must learn to survive on the big-city streets.
s831,TV-MA,3 Seasons,"TV Comedies, TV Dramas",Acting coach Sandy Kominsky and best friend Norman Newlander keep each other laughing as they navigate the ups and downs of getting older.
s832,TV-MA,2 Seasons,"Docuseries, International TV Shows, Spanish-Language TV Shows","Pro cycling’s Movistar Team sets their sights on victory while on the road as they face challenges, controversy and internal conflict."
s833,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","A disillusioned royal magistrate sets out for the martial arts world, where he encounters a bosom friend and becomes entangled in a conspiracy."
s834,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A rogue detective with unorthodox means leads an investigation into a massacre committed by unicorn mask-wearing assassins at an Israeli high school.
s835,TV-PG,97 min,"Children & Family Movies, Dramas, Faith & Spirituality","To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition."
s836,TV-PG,1 Season,"Anime Series, International TV Shows","A human girl secretly raised by robots starts to uncover the dark secrets behind her lush, utopian world where humanity has all but vanished."
s837,TV-MA,118 min,"Horror Movies, International Movies, Thrillers","After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist."
s838,TV-MA,2 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas","In a Norwegian town poisoned by pollution and rattled by melting glaciers, the End Times feel all too real. It’ll take a legend to battle an old evil."
s839,TV-MA,70 min,Stand-Up Comedy,"The delightful Argentine comic Agustín Aristarán (aka Soy Rada) is back, this time putting the spotlight on family and parenting, magic and music."
s840,TV-MA,91 min,"Dramas, Independent Movies, International Movies","As winter hits hard and resources run low in Damascus, a single mom heads to the war-scarred outskirts looking for gas to prepare her son a warm meal."
s841,TV-MA,92 min,"Dramas, International Movies, Sports Movies","The story of Roberto Baggio, one of the best soccer players of all time, including his career highs, triumphs over injuries and discovery of Buddhism."
s842,TV-MA,120 min,"Action & Adventure, Dramas, International Movies",Romance unexpectedly blossoms when a freelance photographer arrives late to her assignment at a full moon celebration thrown for a mob boss's newborn.
s843,TV-14,1 Season,Docuseries,"Black food is American food. Chef and writer Stephen Satterfield traces the delicious, moving throughlines from Africa to Texas in this docuseries."
s844,TV-MA,3 Seasons,"Anime Series, International TV Shows",Multiple generations of the Joestar family – all with the same nickname – confront supernatural villains through a series of time periods.
s845,TV-MA,73 min,"Documentaries, International Movies","This documentary examines the 1999 London bombings that targeted Black, Bangladeshi and gay communities, and the race to find the far-right perpetrator."
s846,TV-14,110 min,"Dramas, International Movies, Thrillers",A young lawyer who has information about counterfeit drug trafficking in Nigeria must choose between betraying his conscience or revealing the truth.
s847,PG,94 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","When misfit alien Oh mistakenly sends a party invite to the entire galaxy, he goes on the run to avoid trouble and befriends spunky human girl Tip."
s848,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Bothered to realize they are next-door neighbors and share a psychiatrist, a man and a woman find it's impossible to stay out of each other's way."
s849,TV-MA,3 Seasons,"TV Comedies, TV Dramas",Dev tries to jump-start his acting career and elevate his dating game with help from his eclectic group of friends in this award-winning series.
s850,TV-G,61 min,"International Movies, Music & Musicals","Grammy-winning artist Sam Smith gives an intimate, soulful performance at the iconic Abbey Road Studios featuring songs from their third album and more."
s851,TV-14,131 min,"Dramas, International Movies, Music & Musicals","Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey."
s852,TV-14,131 min,"Dramas, International Movies, Music & Musicals","Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey."
s853,TV-14,131 min,"Dramas, International Movies, Music & Musicals","Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey."
s854,R,148 min,"Action & Adventure, Horror Movies","After a zombie outbreak in Las Vegas, a group of mercenaries takes the ultimate gamble by venturing into the quarantine zone for the greatest heist ever."
s855,TV-MA,29 min,Documentaries,"Zack Snyder and his ""Army of the Dead"" team dive into the film's wild stunts, groundbreaking effects and the evolution of the zombie genre."
s856,TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Six teens invited to attend a state-of-the-art adventure camp on Isla Nublar must band together to survive when the dinosaurs break out of captivity.
s857,TV-MA,107 min,"Dramas, International Movies","When his son is diagnosed with sickle cell disease, a man and his family struggle to face a new reality as they rediscover their shared love."
s858,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",Self-centered Javier's life gets a bit messy when he unexpectedly becomes a superhero – and his recent ex is tasked with uncovering his identity.
s859,TV-14,99 min,"Dramas, Independent Movies, International Movies","This film sheds light on sexual harassment in Egypt, following the lives of three women from different social classes who have been subjected to it."
s860,TV-14,92 min,"Dramas, International Movies","Constantly denied medical treatment, an HIV positive woman confronts societal stigma with unexpected courage. Inspired by true events."
s861,TV-MA,91 min,"Documentaries, International Movies, LGBTQ Movies",This documentary follows gay rights activist Peter Tatchell from his early life to his fight for justice amid controversy and political turmoil.
s862,TV-Y7,47 min,"Children & Family Movies, Comedies","Little Singham and his crew travel to the year 2050 to rescue kids from the evil rule of Junglee Joker, who has forbidden them from laughter or play!"
s863,TV-MA,2 Seasons,TV Comedies,A young gay man with cerebral palsy branches out from his insular existence in hopes of finally going after the life he wants.
s864,PG,88 min,"Children & Family Movies, Comedies",Twins Rebecca and Cecil spring into action with their retired secret agent stepmother to stop a time-manipulating mastermind and his nefarious plans.
s865,TV-14,116 min,"Dramas, International Movies, Thrillers","When an arrogant scion hails his taxi, a cabbie in desperate need of money sees an opportunity that kicks off an intensely contentious 24-hour showdown."
s866,R,109 min,"Action & Adventure, Dramas","A crack team of DEA agents plots a daring heist, making off with $10 million in drug money. They soon find themselves targets of an unknown killer."
s867,R,92 min,Thrillers,"When a disgraced ex-cop discovers a dying woman, he's compelled to track down her killer — an act of self-redemption that takes him down a dark path."
s868,PG-13,87 min,Documentaries,This Oscar-winning documentary recounts the harrowing stories of five Hungarian Jews who endured the horrors of the Holocaust and Hitler's reign.
s869,TV-Y,1 Season,Kids' TV,"Join Ms. Frizzle as the Magic School Bus travels to outer space, under the sea, through an anthill – and even inside the human body!"
s870,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Hell-bent on exacting revenge and proving he was framed for his sister's murder, Álex sets out to unearth much more than the crime's real culprit."
s871,TV-14,101 min,Documentaries,"From her painful past to her successful career after ""The Joy Luck Club,"" groundbreaking writer Amy Tan shares her life story in this documentary."
s872,TV-14,140 min,"Comedies, Dramas, International Movies","A devoted grandson’s mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair."
s873,R,89 min,"Dramas, Independent Movies, Sci-Fi & Fantasy","Struggling to raise his little sister on his own, a young street magician turns to drug dealing, unaware of how ruthless his supplier can be."
s874,TV-MA,81 min,"Dramas, Independent Movies, International Movies","Jilted by his wife, a man with OCD finds eye-opening common ground and camaraderie with his neighbor, a young man with Down Syndrome."
s875,TV-Y,1 Season,Kids' TV,"Curious Booba is now a chef! With friends Loola and Spike, he creates tasty treats with delightful designs using fruits, vegetables and other food."
s876,TV-MA,116 min,"Dramas, International Movies, Romantic Movies","When persistent Leon sweeps her off her feet, ambitious Angel must choose between true love and her dreams of a luxurious life."
s877,TV-MA,1 Season,"Docuseries, International TV Shows","Alumni of India’s elite academic institutes share the harsh realities, pleasant surprises and transformative journeys of their college experiences."
s878,TV-MA,99 min,"Comedies, Independent Movies, International Movies",A struggling rickshaw driver’s life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers.
s879,TV-MA,107 min,"Dramas, International Movies, Thrillers","Before he built a drug empire, Ferry Bouman returns to his hometown on a revenge mission that finds his loyalty tested — and a love that alters his life."
s880,TV-MA,1 Season,TV Dramas,His name built an empire. His style defined an era. American fashion designer Halston skyrockets to fame before his life starts to spin out of control.
s881,TV-MA,3 Seasons,"Reality TV, TV Horror, TV Thrillers","Real people sit down with friends and family to share terrifying true stories from their past, re-created through chilling re-enactments."
s882,TV-MA,107 min,"Dramas, International Movies, Thrillers",A relentless detective finds common ground with a killer systematically targeting the perpetrators running a powerful child-trafficking ring.
s883,TV-Y7,90 min,"Children & Family Movies, Comedies","When a lost and lonely alien crash-lands on Earth, his new crew of talking animal friends helps him get back home — and try to save the world!"
s884,TV-MA,2 Seasons,"TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy","Terrifying creatures, wicked surprises and dark comedy converge in this NSFW anthology of animated stories presented by Tim Miller and David Fincher."
s885,TV-MA,1 Season,"International TV Shows, TV Dramas","Finding life in all that’s left behind, a detail-oriented trauma cleaner and his estranged uncle deliver untold stories of the departed to loved ones."
s886,TV-MA,104 min,"Comedies, Dramas, International Movies","When a housewife's picture-perfect life comes crashing down, she finds solace and hope through cooking, family and love."
s887,TV-14,1 Season,"International TV Shows, TV Horror, TV Sci-Fi & Fantasy","As pregnant women vanish in a remote Nigerian village over decades, a doctor with child finds herself extremely close to uncovering dangerous secrets."
s888,TV-MA,100 min,"Horror Movies, International Movies, Thrillers","When a big-city family moves to a remote town, two young brothers and their new friends try to solve the menacing mystery that haunts their home."
s889,TV-14,32 min,Comedies,"The comedic dream team from ""The Upshaws"" discuss the hit series, share some anecdotes from their own upbringings and play a little swag-centric game."
s890,R,102 min,"Dramas, Thrillers","Confined to her home by agoraphobia, a psychologist becomes obsessed with her new neighbors — and solving a brutal crime she witnesses from her window."
s891,TV-MA,4 Seasons,"Anime Series, TV Horror, TV Thrillers",A vampire hunter fights to save a besieged city from an army of otherworldly beasts controlled by Dracula himself. Inspired by the classic video games.
s892,R,105 min,"Independent Movies, International Movies, Thrillers","A suave, steely-eyed London cocaine dealer's retirement plans hit a violent snag when his boss asks him to do one more job."
s893,TV-MA,107 min,"Dramas, Independent Movies, International Movies","Exasperated with living in perpetual fear for their safety, four women kidnap a man to show him the realities of being female in Delhi."
s894,TV-14,64 min,"Documentaries, International Movies, Music & Musicals","In this concert film, artists perform music from the soundtrack of ""Filosofi Kopi,"" which tells the story of coffee and the people who cherish it."
s895,TV-MA,99 min,"Dramas, Independent Movies, International Movies",A gay congressman marries the Mexican president's daughter but cavorts with a young man at a secret club. And then scandal hits. Based on a true story.
s896,TV-14,102 min,"Dramas, International Movies, Thrillers","After waking up in a cryogenic unit, Liz fights to survive and remember who she is before her oxygen runs out."
s897,TV-14,1 Season,TV Comedies,A working-class Black family in Indiana strives for a better life and a happy home while juggling everyday struggles in this comedy series.
s898,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When the germophobic owner of a cleaning company encounters a slovenly employee, a romance blossoms as they help one another heal from their pasts."
s899,TV-14,126 min,"Comedies, Dramas, International Movies",An engaged couple hit a number of speed bumps on their road to matrimony including major career complications and questions of fidelity.
s900,TV-MA,119 min,"Dramas, International Movies",An immigration lawyer and a Nigerian woman caught in a ring of corruption team up to uncover the truth behind a suspicious death in a detention center.
s901,TV-14,1 Season,Docuseries,"We spend it, borrow it and save it. Now let's talk about money and its many minefields, from credit cards to casinos, scammers to student loans."
s902,TV-PG,86 min,"Independent Movies, Thrillers","In this indie thriller, a foreign exchange student moves in with her roommate's family who grieves over the daughter they would do anything to get back."
s903,TV-14,1 Season,"International TV Shows, TV Dramas","Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy."
s904,TV-MA,122 min,"Dramas, International Movies, Thrillers",Three police officers become pawns for unscrupulous lawmakers when they are framed in an incident amid political elections and must flee to evade arrest.
s905,R,95 min,Action & Adventure,"A Las Vegas cop attempts to rob a drug shipment from a casino kingpin, but the heist goes horribly wrong, leading to the kidnapping of his son."
s906,TV-14,104 min,"Action & Adventure, Dramas, International Movies",A struggling screenwriter discovers his lucrative ability to bring antiques from his dreams into the real world — but his new life soon unravels.
s907,TV-MA,118 min,"Dramas, International Movies",Yılmaz Erdoğan's lauded stage play traces the life of wunderkind Gülseren as she navigates social and political change.
s908,TV-MA,85 min,Documentaries,An unplanned pregnancy upends the carefree lives of a young woman and her flatmate as they discover the struggles of single motherhood.
s909,TV-MA,1 Season,"TV Action & Adventure, TV Sci-Fi & Fantasy","They're the first generation of superheroes. But as they pass the torch to their children, tensions are rising — and the old rules no longer apply."
s910,TV-14,98 min,"Dramas, Independent Movies, International Movies","Recently marking 500,000 kilometers on the road, a newly bereaved trucker faces the threat of losing the job that has come to define him to a new intern."
s911,TV-MA,99 min,Dramas,A talented teen implicated in a robbery-turned-murder fights for his innocence and integrity against a criminal justice system that’s already judged him.
s912,TV-Y7,2 Seasons,"Kids' TV, TV Comedies","In this madcap comedy, two mischievous cats, a talking parrot and a high-strung dog keep getting into trouble while their human is away."
s913,TV-14,35 min,Comedies,"Stars of ""The Circle"" drop by to discuss Season 2's big winner, some juicy behind-the-scenes gossip and their enduring friendships with one another."
s914,TV-PG,107 min,"Dramas, International Movies, Romantic Movies","When a ballroom dancer’s shot at a crucial tournament is jeopardized, a street dancer must face his own painful past and step up as her new partner."
s915,TV-MA,97 min,Documentaries,"In this heart-wrenching documentary, a 28-year-old Ph.D. student turns the camera on herself to capture her struggles with chronic fatigue syndrome."
s916,TV-MA,112 min,"Dramas, International Movies, Thrillers",A law student joins an anti-fascist group and finds herself sucked into increasingly dangerous situations and drawn more and more to violence.
s917,R,118 min,Action & Adventure,An enforcer plotting revenge against the ruthless criminal he works for is blackmailed by a mysterious neighbor looking to exact vengeance of her own.
